0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.9983542757920708,0.9980033392120999,1.0870129297904351e-05,0.0003400664508140909,-0.9983575482262064,0.5096999513402211,0.4879127700846467,0.0007448268007938662,0.5096988172522463,-0.9985718285415066,0.0009629222866697401,0.4879100890026886,0.9980044733001024,-0.9985727802692516,0.0005562260290707121,1.2080939875847875e-05,0.4879111300068635,0.0006350618714245521,-0.9988505913384359,0.5103043994604494,1.2510207747138345e-05,0.0008840864443129318,-0.9988499323396364,0.9979533356877052,0.0006661590292408843,1.3841480823699973e-05,0.9979545850678959,-0.9986345855777268,0.00041873422237421586,0.4879083284619268,0.5103031500797802,-0.9986302127643644
-0.9964916665918476,0.9964296882404936,5.604079846873438e-07,6.14179435152688e-05,-0.9964979709957285,0.9725985377505983,0.02382916632510983,7.026691963002542e-05,0.9725962114564772,-0.9964380142560494,3.5238641218085163e-05,0.02380656415865173,0.9964320145349946,-0.9964364695256214,3.928246620338529e-06,5.267437582405631e-07,0.023829035092346625,1.4061452589800105e-05,-0.9994292833036394,0.9755861867584334,6.916407313313154e-07,2.510543524825575e-05,-0.9994331634476368,0.9994073663718556,6.0078999545581005e-05,6.127596892176281e-07,0.9994059866917772,-0.9994666784507424,7.160586360025491e-05,0.02380647814265836,0.9755875664381009,-0.9994656504450437
-0.9976285176390683,0.9954741068221656,2.037565746080905e-05,0.0021340351596256186,-0.997630966622721,0.15318687453656596,0.8440287781571599,0.00041531392933912654,0.1531866982467924,-0.9964766193546779,0.0009553470099170283,0.8423345740979519,0.9954742831115088,-0.9964770199802152,0.0009831274556473706,1.960941282878362e-05,0.8440240715277588,0.0009846659296592372,-0.9990041627100495,0.15399542525245696,2.5082286588223816e-05,0.0009538085359062947,-0.9990090710629236,0.9980301802406668,0.0004137535111372605,1.7974504599970418e-05,0.9980291870957426,-0.9984609151112296,0.002135595577820931,0.8423362090059796,0.15399641839715866,-0.9984682229814263
-0.9981806482189466,0.9976570835874966,2.4583007149586555e-06,0.0005211063308744255,-0.9981876858378474,0.939274436623208,0.058780585806058674,0.00013266340893225596,0.9392716864824452,-0.998311338910834,0.00016850799269105946,0.05887114443565401,0.9976598337277056,-0.9983102917974724,0.0006479136631416321,2.5444063917008373e-06,0.05878014124407974,0.0006693056696419796,-0.9982447798504775,0.9387953329365504,2.9028627112620027e-06,0.00014711598619268604,-0.9982474860195372,0.9980974671707608,0.00011126027280349509,2.686339341742549e-06,0.9980963119101609,-0.9982102585220668,0.0005425094670037521,0.058871002502799974,0.9387964881973392,-0.9982100001670348
-0.9875331272611768,0.9874946371311726,2.4462706378208233e-07,3.824550308621801e-05,-0.9875384119896512,0.9778930002141604,0.009636382540088074,9.029235336565061e-06,0.9778911339606708,-0.9875402268655068,1.3341700318865375e-05,0.009635751204496579,0.9874965033844806,-0.9875387094116992,4.195601879762771e-05,2.500082031375977e-07,0.009636326103038807,4.274319849785593e-05,-0.9998272975966114,0.9901482282946958,3.010641213748765e-07,1.2554520618694506e-05,-0.9998309462626233,0.9998180906779576,8.243820341662051e-06,2.76349662195056e-07,0.9998169648737618,-0.9998254850435138,3.9030918081026286e-05,0.009635724863045085,0.9901493540992096,-0.999824109880356
-0.9965348441110912,0.9960278647489356,1.4094957005690219e-05,0.0004928844053019199,-0.9965388968308116,0.3789244683747177,0.6172799232465986,0.00033450521181958284,0.3789234807405741,-0.9972483775019576,0.0014585261634369824,0.6168663705978721,0.9960288523818309,-0.997248230479714,0.0012049664907548409,1.4411606859525918e-05,0.6172765979183914,0.001270178978896307,-0.9983681057057048,0.3798213288084569,1.7420283617140162e-05,0.001393313675290781,-0.9983722208046052,0.99696148684576,0.00026916137651850834,1.437467429167199e-05,0.9969599997609592,-0.9972435358115074,0.0005582282406009775,0.616866407529982,0.3798228158931771,-0.9972474516641924
-0.9995875586910924,0.9989099511785906,1.5219959565363987e-05,0.0006623875530888814,-0.9995919548603976,0.29574768192119266,0.7031809158279134,0.0006633571113700359,0.29574710918326924,-0.9990288312329576,0.0009231605780949687,0.7023585614706133,0.9989105239157982,-0.9990299969009816,0.00010292436189736892,1.6548623059107866e-05,0.7031757480789721,0.00022640900723481592,-0.9995420658456006,0.2961399087594649,2.0387708764737272e-05,0.0007996759327637254,-0.9995483031700344,0.9987282395286474,0.000539604791952441,1.8341869830375248e-05,0.9987278251527788,-0.9992857718143224,0.0007861398725191429,0.7023567682247196,0.2961403231350166,-0.9992832312324196
-0.9969378835302024,0.9965041472345284,1.1245485412470176e-05,0.0004224908104387764,-0.9969405605510138,0.5161153651361527,0.4800886263192747,0.0007365690958037545,0.5161142921797537,-0.9972999693184212,0.0011732096997875328,0.4800124674389658,0.9965052201904264,-0.9973009776192984,0.000783566390267215,1.2191038375405502e-05,0.480085894926141,0.0007875357466256354,-0.9988359939465928,0.5179625632739802,1.3976878634350836e-05,0.0011692403434307153,-0.998841264500438,0.9976580472785572,0.0007326288377935391,1.243842036819083e-05,0.997656263747848,-0.9984013310057538,0.00042643106844903166,0.480012220057199,0.5179643468050698,-0.9984029979299124
-0.9993524958429221,0.9963037761866098,1.1140412889816033e-05,0.0030375792435850487,-0.9993564108562438,0.6582729960775032,0.3404065098181106,0.0006769049569515308,0.6582711356180565,-0.9972646041030436,0.0004413010840985879,0.3385521674053108,0.9963056366519658,-0.9972678963245442,0.0009513446484153397,1.091502392136893e-05,0.3404074039353624,0.0012647533419366393,-0.9981577551881357,0.6564855979111169,1.0246296581386626e-05,0.00012789239057958102,-0.9981619635350591,0.9980238248480848,0.0003614623324060305,1.0577103056568832e-05,0.9980244193262318,-0.9983964587614456,0.0033530218681419805,0.3385525053239319,0.6564850034330202,-0.9983905306263129
-0.9977662879438745,0.9975486071525776,9.097671683459931e-06,0.0002085831197539104,-0.9977687985709072,0.5863074616328253,0.4107018184228197,0.0007595185151605848,0.5863068853859014,-0.9979659760718872,0.0007822489711175738,0.4108768417146143,0.9975491833989932,-0.997966169916058,0.0004069962552745918,9.990261532021304e-06,0.4107008644990761,0.0006098589812248773,-0.9998934628548612,0.5885827393740651,1.0051595116759884e-05,0.0005793862451679327,-0.9998907544699166,0.9993013166297884,0.0005565203343836352,1.0935639899305936e-05,0.9993023318702748,-0.9998697878443136,0.00041158130054525714,0.4108758963362363,0.5885817241338637,-0.9998692017704074
