0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285,0.9985986342591285
0.998050314707254,0.9970289302139744,0.9974438988081274,0.9977564921426563,0.9969180653433984,0.9980930245561495,0.9981638640801297,0.997929132206745,0.9983793883022907,0.9978962643413061,0.9983855404405765,0.9977289535360919,0.9979383167647077,0.9980849253540713,0.9978261433099644,0.9983990438505537,0.9975918134878328,0.9972665741173861,0.9983921868744142,0.997406149832231,0.9982530523138394,0.9984229494512864,0.9970182665119259,0.9973688160630615,0.9981413806186327,0.9978245588816462,0.9983608743856887,0.9978034023106511,0.9983554929975346,0.9974281534929976,0.9983651190147579,0.9981275256991848,0.997998175242311,0.9982996981467063,0.9975039030454295,0.9979757577473183,0.9982936167779333,0.997982057104693,0.9983110720588251,0.9978579138276641,0.9982310272367483,0.9977205875610158,0.9976288593191952,0.9979591503250138,0.9977703071738386,0.9972924757807315,0.998273947587126,0.9983174320546877,0.9977849487514344,0.9980085922412442
0.9968118298151248,0.9972829278241339,0.9922637110033519,0.9970081267173182,0.9966652613882755,0.9984695952046292,0.9962979788312072,0.9937204990780445,0.9968468456578623,0.9951804307498421,0.9963840054194049,0.9920785937034563,0.9971062684479693,0.9974325836130532,0.995176281128956,0.993418364614157,0.997914334388531,0.9967566194326928,0.9942601897322352,0.9981308694000882,0.9985236039068827,0.996512606214988,0.9978505476761902,0.9975047990711198,0.9946825882650538,0.9979355679813552,0.9973613505386822,0.9921140882005559,0.993567241977155,0.9965183091425615,0.9983604499847692,0.9979257894885138,0.9949592560071799,0.9915826491082225,0.9975061989475468,0.9878684306190888,0.9943375238507112,0.994494881756118,0.9965875517118014,0.9916242997660257,0.9910566430918252,0.995502585475142,0.9982859869382735,0.9942694822598942,0.9917376702092238,0.9978659991276769,0.9969669929430048,0.9983325155529078,0.9957399997620516,0.993993207966681
0.9916480720569356,0.997893477584234,0.9830234780611986,0.9920314971153744,0.9835712715623979,0.9964766066026141,0.9973143828909824,0.9983869586804688,0.9942960595477326,0.996011952480026,0.9938784055352017,0.9967715940535772,0.9968157227669396,0.9876659131564209,0.9953248798499182,0.9900945355898602,0.9814472426663031,0.9853685105658284,0.9893205401048489,0.9943480763930416,0.9981566879951479,0.9933948661756241,0.9950340399869045,0.988410555826674,0.9947000205169287,0.9901127616157536,0.9901454239214852,0.9912335999806088,0.9938728899163023,0.9919111331524282,0.997208027339731,0.9959220062439396,0.9979178945404632,0.9844626480057781,0.9955335444661111,0.9958259008738751,0.9894955592065616,0.9950284589731596,0.9921740304426173,0.9909852588296879,0.9926765514308759,0.9839459848810926,0.9872580471930773,0.9955531101339333,0.9976815439444225,0.9950903463702803,0.9887379851465756,0.9975813674788316,0.9975565206278756,0.9930148795918203
0.9891728907322054,0.9861817017422917,0.9815286888376965,0.9727645938282987,0.9924015728155657,0.9829101096924724,0.9805855042351356,0.9877628752168331,0.9972443407413708,0.9890277271604091,0.9955081447348338,0.991797778772147,0.9854753722221311,0.9939591852782649,0.9949898272498957,0.9963759294930592,0.9840655278916901,0.9919102188872184,0.9909852265461432,0.9932835228340717,0.9937551803926784,0.9963661372790833,0.9834067855359876,0.995527748711273,0.9736710874624417,0.9954469385207694,0.9799996725023191,0.9828835461616527,0.9807975393796132,0.9867446336292488,0.9920415010828132,0.9952253283697968,0.9949123783979031,0.991529893343017,0.9831413114722244,0.9740831940062514,0.9910833718014943,0.9917288266750139,0.973012068529171,0.9703317310132307,0.9894787775676429,0.9738865967959506,0.9947247536976331,0.9975562015753299,0.991503429547805,0.9851586913917411,0.9855478102133658,0.9886775908148318,0.9819556921202396,0.9964329492879008
0.9933383773136003,0.9922217325328956,0.9822921377088621,0.9886253284255716,0.9945361351195889,0.9656560783720175,0.9823685386979017,0.9839378579483652,0.9843754441612715,0.9734328620967425,0.9870655463143465,0.9879405071483325,0.9889882976466203,0.9878063969317105,0.9831793625692665,0.9869085966560808,0.9856842259318226,0.984279371732556,0.9774696030773041,0.9868729127083629,0.9814906041116814,0.9899894670226156,0.9767006887381555,0.9761394626772539,0.9718407661557243,0.983945472283498,0.9768233086699222,0.9419286114928188,0.9858166991408895,0.9557630947972754,0.9865407970979737,0.9474058574094116,0.9338736545229672,0.9875301915963919,0.9915394932569856,0.9799803369475237,0.980181634411876,0.9419469031868837,0.981157531333607,0.9716093185426508,0.9835734091085409,0.9624599076282776,0.9948859394944415,0.955242174945518,0.9914631327436747,0.9576159493825213,0.9830720307812961,0.9726366866456551,0.9673193539322551,0.9978756284082853
0.969523188649737,0.9830662037324477,0.9747943877037349,0.9378231272554427,0.99363054587518,0.9723037315114742,0.9646729148641892,0.9954078713095867,0.995561243197621,0.9839133625639815,0.9739781720763403,0.9711722505903628,0.9876745885826397,0.9449010788222681,0.9885514328616283,0.9699996794098302,0.9729447884343483,0.9225153483461137,0.9829854091842295,0.9205934300647305,0.9708298418025282,0.9733383808965096,0.9896138824767036,0.9907412207857416,0.9956422816801311,0.9609824245396892,0.9631592730486053,0.9565512472497385,0.9898817267719828,0.9957450855200608,0.9492102507221603,0.9581065415660535,0.9670085507672089,0.986853115490893,0.9729336795627905,0.922270889119986,0.9583498101295609,0.9669040821749781,0.973511795144665,0.988247473724487,0.9644364809262996,0.9775717779394244,0.945811219509403,0.9837204268232854,0.9708643819040851,0.9849776834752427,0.9556927440564609,0.9503872694662423,0.9754077559473308,0.9738797610635266
0.9759283141484734,0.9529248282734624,0.9761043537451065,0.9715224178148097,0.9850160867478671,0.9662240487296927,0.974513068950384,0.9702314248599947,0.9878037641940858,0.9284471557361358,0.9914418249515515,0.9418922696668773,0.9717894901501561,0.9772776830883343,0.985321803517021,0.9816476477278628,0.9893879415950797,0.9584716508609944,0.9668931938534031,0.9820782431589616,0.9808186736389276,0.943571096276757,0.9418586506612666,0.9932154099580788,0.9569011095256234,0.9581886911401398,0.9524435585808119,0.9847041353203821,0.966618605122826,0.983261558324473,0.9721062790764015,0.9969650242897787,0.9780126528867905,0.9612916579545715,0.9767621018977775,0.9560488510608671,0.9861753191219885,0.9770436543440422,0.9694103658245199,0.987099805544209,0.9343629918042248,0.9787921132815087,0.9561968085539725,0.9934751194918098,0.8739922986213673,0.9967814175092565,0.9798673955488675,0.9845647248867186,0.9729876320331806,0.9372187140491274
0.9806406473476799,0.9909142115893483,0.9964353292994119,0.9579261722904651,0.989780062899546,0.9524357704296238,0.9894139360558747,0.9356602614767583,0.9727386886040493,0.9885790219735526,0.945513632248639,0.9835096659477004,0.9587980201842278,0.9933547475118887,0.9796628044871006,0.9278013209404811,0.9911386935885745,0.9682670232421314,0.920485610421187,0.9656172491999789,0.9506120769552787,0.9453641445586579,0.9790212506233051,0.9792948051442221,0.972249223795589,0.9743218443449533,0.9798887739872728,0.961581006900173,0.9800051934341502,0.9736017146170749,0.9945041558876583,0.9758720248318385,0.9714569041302621,0.9521371121906846,0.9637640420487414,0.8525662744493334,0.9788577530965706,0.9615600671220388,0.9573193150996198,0.9919594625896022,0.9754052163329852,0.9570722839524343,0.8636533343822979,0.9556120811715434,0.84157763198344,0.9651491084645464,0.981148866756011,0.9000583117027909,0.981613656688167,0.9735737370419065
0.9800866685995548,0.9492462095813823,0.9901219834157905,0.9970845649636029,0.9758702706773262,0.9511952197689847,0.9408593027408638,0.830962639285022,0.973326035266229,0.9156483312305976,0.9785303796164093,0.9708482769230607,0.9784085128655327,0.9531977897715286,0.915541003754495,0.8947330335670108,0.8811123404721939,0.9538849514740739,0.8970861555952537,0.97091009092279,0.8860753456273026,0.9517879534133276,0.8577998627510506,0.9640623786026145,0.913433939427433,0.9223649223911137,0.9603760454418561,0.9180170097351876,0.931395648918851,0.9635020880279026,0.905101905999152,0.9754201454641067,0.940484101427021,0.92752002526552,0.938061843310407,0.9109653636362288,0.9541793143652794,0.9749547228568052,0.9607774245849136,0.9825414981910758,0.8728401500991133,0.9606020362434519,0.9694035398953371,0.9416767918566123,0.969866871486372,0.9800496375978649,0.974322168272876,0.8257432095747073,0.9900978992598414,0.9458473396859762
